anio	mes	tipo_centro	subtipo_centro	centro	categoria	cuartos_disponibles	cuartos_ocupados_no_residentes	cuartos_ocupados_residentes	llegada_turistas_no_residentes	llegada_turistas_residentes	turistas_noche_no_residentes	turistas_noche_residentes
2018	06	Ciudades	Grandes	Guadalajara	1 estrella	98820	12	41945	12	52796	12	76512
2018	06	Ciudades	Grandes	Guadalajara	2 estrellas	22920	2	7345	5	10649	5	15089
2018	06	Ciudades	Grandes	Guadalajara	3 estrellas	106170	606	39557	434	44070	1084	97862
2018	06	Ciudades	Grandes	Guadalajara	4 estrellas	186000	32007	91956	26236	72614	60131	160907
2018	06	Ciudades	Grandes	Guadalajara	5 estrellas	128220	18649	65945	19039	57593	27742	94982
2018	06	Ciudades	Grandes	Monterrey	1 estrella	3570	0	745	0	485	0	1192
2018	06	Ciudades	Grandes	Monterrey	2 estrellas	15180	108	8521	148	11840	148	15436
2018	06	Ciudades	Grandes	Monterrey	3 estrellas	42060	7386	28021	7205	25859	7536	35154
2018	06	Ciudades	Grandes	Monterrey	4 estrellas	175560	16547	105931	11145	71506	23376	154027
2018	06	Ciudades	Grandes	Monterrey	5 estrellas	176970	29355	92308	23620	70973	39114	140458
2018	06	Ciudades	Interior	Aguascalientes	1 estrella	9180	0	4837	0	978	0	5818
2018	06	Ciudades	Interior	Aguascalientes	2 estrellas	18560	0	8127	0	9139	0	17093
2018	06	Ciudades	Interior	Aguascalientes	3 estrellas	37170	1621	19475	875	12581	1699	28100
2018	06	Ciudades	Interior	Aguascalientes	4 estrellas	52534	8589	26496	3326	19034	9820	42376
2018	06	Ciudades	Interior	Aguascalientes	5 estrellas	23735	5683	10695	1821	5263	5995	13269
2018	06	Ciudades	Interior	Campeche	1 estrella	4350	0	807	0	1282	0	2070
2018	06	Ciudades	Interior	Campeche	2 estrellas	5272	85	1551	111	1378	139	2212
2018	06	Ciudades	Interior	Campeche	3 estrellas	5880	180	2042	210	2140	273	3255
2018	06	Ciudades	Interior	Campeche	4 estrellas	18180	1614	4331	2612	5028	2935	7632
2018	06	Ciudades	Interior	Campeche	5 estrellas	8370	966	3285	756	2887	1469	5134
2018	06	Ciudades	Interior	Celaya	1 estrella	3300	0	1747	0	2451	0	3246
2018	06	Ciudades	Interior	Celaya	2 estrellas	11820	29	5875	4	8276	29	10332
2018	06	Ciudades	Interior	Celaya	3 estrellas	19460	0	7924	0	10193	0	12240
2018	06	Ciudades	Interior	Celaya	4 estrellas	49470	22	19721	45	35683	45	36132
2018	06	Ciudades	Interior	Celaya	5 estrellas	6840	1136	1578	1408	2722	1408	2722
2018	06	Ciudades	Interior	Chihuahua	2 estrellas	6120	0	4832	0	2278	0	7287
2018	06	Ciudades	Interior	Chihuahua	3 estrellas	22777	359	4859	409	3102	737	9095
2018	06	Ciudades	Interior	Chihuahua	4 estrellas	33180	713	16296	1119	23826	1565	41389
2018	06	Ciudades	Interior	Chihuahua	5 estrellas	54262	7362	22592	6838	22410	14576	43718
2018	06	Ciudades	Interior	Coatzacoalcos	1 estrella	2310	12	272	24	459	24	459
2018	06	Ciudades	Interior	Coatzacoalcos	2 estrellas	1590	0	691	0	529	0	1187
2018	06	Ciudades	Interior	Coatzacoalcos	3 estrellas	19830	14	6467	20	8728	20	8976
2018	06	Ciudades	Interior	Coatzacoalcos	4 estrellas	19777	894	6333	1702	9190	1702	9190
2018	06	Ciudades	Interior	Coatzacoalcos	5 estrellas	9570	330	3251	37	3244	543	4292
2018	06	Ciudades	Interior	Colima	1 estrella	7252	52	4658	52	4624	82	8150
2018	06	Ciudades	Interior	Colima	3 estrellas	7350	0	7350	0	7350	0	7350
2018	06	Ciudades	Interior	Colima	4 estrellas	24500	409	9265	409	9225	785	15010
2018	06	Ciudades	Interior	Comitán de Domínguez	1 estrella	12870	98	3591	215	6705	215	6882
2018	06	Ciudades	Interior	Comitán de Domínguez	2 estrellas	9360	119	2893	288	5116	288	5394
2018	06	Ciudades	Interior	Comitán de Domínguez	3 estrellas	10290	85	2103	202	3451	202	3730
2018	06	Ciudades	Interior	Comitán de Domínguez	4 estrellas	6450	48	1441	116	2444	116	3016
2018	06	Ciudades	Interior	Culiacán	1 estrella	4950	0	1252	0	2504	0	2504
2018	06	Ciudades	Interior	Culiacán	2 estrellas	4860	0	1807	0	3104	0	3493
2018	06	Ciudades	Interior	Culiacán	3 estrellas	28440	0	15162	0	25739	0	27697
2018	06	Ciudades	Interior	Culiacán	4 estrellas	22404	0	12095	0	17920	0	23457
2018	06	Ciudades	Interior	Culiacán	5 estrellas	23430	345	7953	438	8652	751	16014
2018	06	Ciudades	Interior	Durango	1 estrella	2130	0	817	0	1010	0	1392
2018	06	Ciudades	Interior	Durango	2 estrellas	5820	0	3435	0	4750	0	6394
2018	06	Ciudades	Interior	Durango	3 estrellas	12150	90	6603	90	7107	94	10743
2018	06	Ciudades	Interior	Durango	4 estrellas	25782	95	13738	77	8709	127	21172
2018	06	Ciudades	Interior	Durango	5 estrellas	10680	163	5015	163	4218	163	5814
2018	06	Ciudades	Interior	El Fuerte	1 estrella	3600	0	272	0	606	0	606
2018	06	Ciudades	Interior	El Fuerte	2 estrellas	1110	0	107	0	193	0	193
2018	06	Ciudades	Interior	El Fuerte	3 estrellas	2940	0	697	0	1435	0	1435
2018	06	Ciudades	Interior	El Fuerte	5 estrellas	4170	5	670	10	1012	10	1294
2018	06	Ciudades	Interior	Guanajuato	1 estrella	5460	0	620	0	1422	0	1678
2018	06	Ciudades	Interior	Guanajuato	2 estrellas	14940	0	2342	0	6496	0	7221
2018	06	Ciudades	Interior	Guanajuato	3 estrellas	25080	36	10595	100	20196	132	24226
2018	06	Ciudades	Interior	Guanajuato	4 estrellas	33270	674	15221	674	27579	1480	31745
2018	06	Ciudades	Interior	Guanajuato	5 estrellas	18840	411	7757	498	10976	762	16339
2018	06	Ciudades	Interior	Hermosillo	2 estrellas	3120	0	2199	0	1523	0	2919
2018	06	Ciudades	Interior	Hermosillo	3 estrellas	14970	349	7295	417	8585	583	12927
2018	06	Ciudades	Interior	Hermosillo	4 estrellas	49740	569	23029	489	22537	997	40152
2018	06	Ciudades	Interior	Hermosillo	5 estrellas	14670	147	7278	186	5202	260	10442
2018	06	Ciudades	Interior	Irapuato	1 estrella	7650	0	3222	0	5649	0	5649
2018	06	Ciudades	Interior	Irapuato	2 estrellas	4560	0	1708	0	2064	0	3228
2018	06	Ciudades	Interior	Irapuato	3 estrellas	14070	73	7174	26	7247	95	11519
2018	06	Ciudades	Interior	Irapuato	4 estrellas	30750	550	13774	159	21254	550	23292
2018	06	Ciudades	Interior	Irapuato	5 estrellas	19290	5431	5226	1880	2610	6071	6256
2018	06	Ciudades	Interior	León	1 estrella	13680	0	5129	0	10260	0	10260
2018	06	Ciudades	Interior	León	2 estrellas	15690	0	5247	0	6093	0	9459
2018	06	Ciudades	Interior	León	3 estrellas	56040	0	22178	0	43776	0	46719
2018	06	Ciudades	Interior	León	4 estrellas	52050	0	26013	0	40643	0	49236
2018	06	Ciudades	Interior	León	5 estrellas	50014	4746	22093	1929	22341	5723	34502
2018	06	Ciudades	Interior	Los Mochis	1 estrella	4440	0	1173	0	2345	0	2345
2018	06	Ciudades	Interior	Los Mochis	2 estrellas	7380	0	4286	0	5376	0	6961
2018	06	Ciudades	Interior	Los Mochis	3 estrellas	14670	134	7024	199	9548	243	11502
2018	06	Ciudades	Interior	Los Mochis	4 estrellas	16984	169	9584	90	9786	187	12844
2018	06	Ciudades	Interior	Los Mochis	5 estrellas	3690	25	825	50	1650	50	1650
2018	06	Ciudades	Interior	Mérida	1 estrella	18298	1691	7169	3329	9413	3397	14091
2018	06	Ciudades	Interior	Mérida	2 estrellas	10300	375	3870	1107	7129	1107	7696
2018	06	Ciudades	Interior	Mérida	3 estrellas	38879	2875	17675	3605	16215	5472	28745
2018	06	Ciudades	Interior	Mérida	4 estrellas	57840	6720	28104	5776	27600	15504	67264
2018	06	Ciudades	Interior	Mérida	5 estrellas	75550	7020	35660	5450	23745	8263	44706
2018	06	Ciudades	Interior	Morelia	1 estrella	5580	15	1341	8	1651	15	2206
2018	06	Ciudades	Interior	Morelia	2 estrellas	14790	52	6072	11	8848	156	11276
2018	06	Ciudades	Interior	Morelia	4 estrellas	53640	0	39579	0	29893	0	54773
2018	06	Ciudades	Interior	Morelia	5 estrellas	18930	1791	4926	1588	6636	3582	9526
2018	06	Ciudades	Interior	Oaxaca	1 estrella	23907	472	6784	222	11792	632	12730
2018	06	Ciudades	Interior	Oaxaca	2 estrellas	33540	99	7171	121	9909	150	12451
2018	06	Ciudades	Interior	Oaxaca	3 estrellas	38031	620	14721	519	14433	1168	26535
2018	06	Ciudades	Interior	Oaxaca	4 estrellas	60780	2925	22092	2011	20255	5055	41695
2018	06	Ciudades	Interior	Oaxaca	5 estrellas	14790	1611	5183	1090	3986	2862	9401
2018	06	Ciudades	Interior	Pachuca	2 estrellas	3090	0	1189	0	1739	0	2303
2018	06	Ciudades	Interior	Pachuca	3 estrellas	21360	83	12626	60	13297	106	17005
2018	06	Ciudades	Interior	Pachuca	4 estrellas	8760	37	4059	48	4938	73	6287
2018	06	Ciudades	Interior	Pachuca	5 estrellas	14430	2841	7165	1261	6221	3372	12887
2018	06	Ciudades	Interior	Palenque	1 estrella	13890	98	2696	212	4265	212	4300
2018	06	Ciudades	Interior	Palenque	2 estrellas	7530	18	1711	37	3361	37	3361
2018	06	Ciudades	Interior	Palenque	3 estrellas	14163	423	2693	813	5209	813	5365
2018	06	Ciudades	Interior	Palenque	4 estrellas	19950	1402	3739	2823	6929	3032	7509
2018	06	Ciudades	Interior	Palenque	5 estrellas	7440	356	1763	575	2767	659	3466
2018	06	Ciudades	Interior	Puebla	1 estrella	16050	369	11063	752	21946	1112	41843
2018	06	Ciudades	Interior	Puebla	2 estrellas	14760	1397	8484	2862	16967	4294	40987
2018	06	Ciudades	Interior	Puebla	3 estrellas	58200	2098	36814	4186	59694	7259	129135
2018	06	Ciudades	Interior	Puebla	4 estrellas	109363	7100	66301	9251	84538	14975	168144
2018	06	Ciudades	Interior	Puebla	5 estrellas	82127	9712	30582	8119	32713	17558	63610
2018	06	Ciudades	Interior	Querétaro	1 estrella	7351	53	2943	46	3437	61	5876
2018	06	Ciudades	Interior	Querétaro	2 estrellas	10786	27	4482	27	5500	45	8465
2018	06	Ciudades	Interior	Querétaro	3 estrellas	32700	239	19623	179	16564	344	33069
2018	06	Ciudades	Interior	Querétaro	4 estrellas	73014	3636	45495	2048	40226	4287	69818
2018	06	Ciudades	Interior	Querétaro	5 estrellas	98925	10243	51484	4398	41291	11340	84586
2018	06	Ciudades	Interior	Salamanca	1 estrella	3660	0	1451	0	1454	0	2357
2018	06	Ciudades	Interior	Salamanca	3 estrellas	15990	0	6062	0	3269	0	10910
2018	06	Ciudades	Interior	Salamanca	4 estrellas	11400	0	7039	0	9516	0	9581
2018	06	Ciudades	Interior	Salamanca	5 estrellas	6210	1112	1141	162	846	1239	1744
2018	06	Ciudades	Interior	San Cristóbal de las Casas	1 estrella	11852	226	1346	361	2801	372	2843
2018	06	Ciudades	Interior	San Cristóbal de las Casas	2 estrellas	16470	45	4607	89	8836	89	8836
2018	06	Ciudades	Interior	San Cristóbal de las Casas	3 estrellas	27120	354	6954	354	13816	555	14584
2018	06	Ciudades	Interior	San Cristóbal de las Casas	4 estrellas	36390	1396	10639	2320	19697	2694	21506
2018	06	Ciudades	Interior	San Cristóbal de las Casas	5 estrellas	7338	390	1702	632	3387	668	3601
2018	06	Ciudades	Interior	San Juan de los Lagos	1 estrella	39570	0	1540	0	4384	0	4384
2018	06	Ciudades	Interior	San Juan de los Lagos	2 estrellas	22920	0	1716	0	4980	0	4980
2018	06	Ciudades	Interior	San Juan de los Lagos	3 estrellas	24090	0	3190	0	11460	0	11536
2018	06	Ciudades	Interior	San Juan de los Lagos	4 estrellas	15600	0	2182	0	7471	0	7471
2018	06	Ciudades	Interior	San Juan de los Lagos	5 estrellas	8100	0	1370	0	3124	0	3124
2018	06	Ciudades	Interior	San Juan del Río	1 estrella	4080	0	2083	0	4013	0	4757
2018	06	Ciudades	Interior	San Juan del Río	2 estrellas	3150	28	2007	23	2228	40	3480
2018	06	Ciudades	Interior	San Juan del Río	3 estrellas	5670	9	1371	7	2018	17	2894
2018	06	Ciudades	Interior	San Juan del Río	4 estrellas	7530	192	5004	88	4850	241	8782
2018	06	Ciudades	Interior	San Juan del Río	5 estrellas	12699	222	7040	77	5811	242	10023
2018	06	Ciudades	Interior	San Luis Potosí	1 estrella	6493	0	3563	0	7327	0	7341
2018	06	Ciudades	Interior	San Luis Potosí	2 estrellas	12000	0	5895	0	5464	0	11415
2018	06	Ciudades	Interior	San Luis Potosí	3 estrellas	35550	5513	13733	7569	16373	15152	28281
2018	06	Ciudades	Interior	San Luis Potosí	4 estrellas	85868	12538	46547	5589	33173	14120	71137
2018	06	Ciudades	Interior	San Luis Potosí	5 estrellas	26312	5166	11027	1994	10950	6836	22167
2018	06	Ciudades	Interior	San Miguel de Allende	1 estrella	2010	0	469	0	1005	0	1076
2018	06	Ciudades	Interior	San Miguel de Allende	2 estrellas	1170	0	358	0	332	0	520
2018	06	Ciudades	Interior	San Miguel de Allende	3 estrellas	12600	541	3175	562	3983	1050	6706
2018	06	Ciudades	Interior	San Miguel de Allende	4 estrellas	12600	372	3505	440	4952	648	6979
2018	06	Ciudades	Interior	San Miguel de Allende	5 estrellas	28350	1315	9947	1052	17598	2391	20164
2018	06	Ciudades	Interior	Taxco	2 estrellas	5789	0	1569	0	3339	0	3339
2018	06	Ciudades	Interior	Taxco	3 estrellas	7213	0	1417	0	3033	0	3033
2018	06	Ciudades	Interior	Taxco	4 estrellas	5080	0	1603	0	3490	0	3490
2018	06	Ciudades	Interior	Taxco	5 estrellas	8473	0	2429	0	5053	0	5053
2018	06	Ciudades	Interior	Tequisquiapan	1 estrella	780	0	265	0	406	0	538
2018	06	Ciudades	Interior	Tequisquiapan	2 estrellas	5533	11	1353	13	2290	21	3092
2018	06	Ciudades	Interior	Tequisquiapan	3 estrellas	7374	3	1209	6	2317	6	2814
2018	06	Ciudades	Interior	Tequisquiapan	4 estrellas	9004	13	1674	27	2437	32	3647
2018	06	Ciudades	Interior	Tequisquiapan	5 estrellas	4410	0	1036	0	1656	0	2122
2018	06	Ciudades	Interior	Tlaxcala	1 estrella	3330	59	348	59	522	59	548
2018	06	Ciudades	Interior	Tlaxcala	2 estrellas	2580	0	569	0	1054	0	1054
2018	06	Ciudades	Interior	Tlaxcala	3 estrellas	7890	358	1689	354	2083	370	2671
2018	06	Ciudades	Interior	Tlaxcala	4 estrellas	5280	58	1472	186	1488	190	2268
2018	06	Ciudades	Interior	Toluca	1 estrella	7020	0	2108	0	4868	0	4868
2018	06	Ciudades	Interior	Toluca	2 estrellas	4830	0	2173	0	4293	0	4293
2018	06	Ciudades	Interior	Toluca	3 estrellas	10530	0	2985	0	5388	0	5388
2018	06	Ciudades	Interior	Toluca	4 estrellas	57420	4251	26167	5198	36769	5753	42807
2018	06	Ciudades	Interior	Toluca	5 estrellas	34410	2224	14764	2446	15176	2948	22761
2018	06	Ciudades	Interior	Tuxtla Gutiérrez	1 estrella	23190	0	7293	0	11836	0	13477
2018	06	Ciudades	Interior	Tuxtla Gutiérrez	2 estrellas	28650	46	9137	55	10964	92	17677
2018	06	Ciudades	Interior	Tuxtla Gutiérrez	3 estrellas	28180	11	7203	16	9521	20	13768
2018	06	Ciudades	Interior	Tuxtla Gutiérrez	4 estrellas	30374	864	12016	775	12425	1282	19584
2018	06	Ciudades	Interior	Tuxtla Gutiérrez	5 estrellas	18660	608	6949	584	7484	973	13519
2018	06	Ciudades	Interior	Valle de Bravo	1 estrella	9807	5	1965	5	4063	5	4074
2018	06	Ciudades	Interior	Valle de Bravo	2 estrellas	4590	0	172	0	312	0	388
2018	06	Ciudades	Interior	Valle de Bravo	3 estrellas	8370	0	827	0	1613	0	1859
2018	06	Ciudades	Interior	Valle de Bravo	4 estrellas	3090	0	124	0	354	0	354
2018	06	Ciudades	Interior	Valle de Bravo	5 estrellas	9840	115	3668	217	7117	217	7117
2018	06	Ciudades	Interior	Villahermosa	1 estrella	8250	0	1747	0	3115	0	3115
2018	06	Ciudades	Interior	Villahermosa	2 estrellas	6630	0	1696	0	3277	0	3277
2018	06	Ciudades	Interior	Villahermosa	3 estrellas	59911	184	27193	253	33127	283	45842
2018	06	Ciudades	Interior	Villahermosa	4 estrellas	51723	1550	23400	1807	21462	2094	36289
2018	06	Ciudades	Interior	Villahermosa	5 estrellas	27480	1866	10210	1250	9703	2751	16292
2018	06	Ciudades	Interior	Xalapa	1 estrella	2640	48	1101	51	2024	118	2277
2018	06	Ciudades	Interior	Xalapa	2 estrellas	11910	118	6375	92	4646	153	8497
2018	06	Ciudades	Interior	Xalapa	3 estrellas	25432	0	8167	0	12454	0	14656
2018	06	Ciudades	Interior	Xalapa	4 estrellas	20221	45	10252	31	19542	63	20284
2018	06	Ciudades	Interior	Xalapa	5 estrellas	9600	80	2293	80	3789	80	3789
2018	06	Ciudades	Interior	Zacatecas	1 estrella	5890	44	1662	88	2409	88	2576
2018	06	Ciudades	Interior	Zacatecas	2 estrellas	4080	0	2380	0	4852	0	4964
2018	06	Ciudades	Interior	Zacatecas	3 estrellas	16065	95	6820	100	7660	188	13334
2018	06	Ciudades	Interior	Zacatecas	4 estrellas	53618	2418	31524	836	25160	3179	55291
2018	06	Ciudades	Interior	Zacatecas	5 estrellas	16411	1706	9975	1149	7058	2462	16706
2018	06	Ciudades	Fronterizas	Ciudad Juárez	2 estrellas	8708	0	0	0	0	0	0
2018	06	Ciudades	Fronterizas	Ciudad Juárez	3 estrellas	57000	948	38398	1193	40577	2187	40577
2018	06	Ciudades	Fronterizas	Ciudad Juárez	4 estrellas	49289	1300	36493	1120	36112	3106	41052
2018	06	Ciudades	Fronterizas	Ciudad Juárez	5 estrellas	21190	0	16917	0	16917	0	16917
2018	06	Ciudades	Fronterizas	Mexicali	1 estrella	1950	163	767	325	1512	325	1512
2018	06	Ciudades	Fronterizas	Mexicali	2 estrellas	14520	968	6108	2246	13862	2788	15062
2018	06	Ciudades	Fronterizas	Mexicali	3 estrellas	19440	2895	7767	3566	8121	5515	11972
2018	06	Ciudades	Fronterizas	Mexicali	4 estrellas	24960	1963	15318	1993	12503	3453	24090
2018	06	Ciudades	Fronterizas	Mexicali	5 estrellas	13290	5421	3369	6730	3572	7788	5019
2018	06	Ciudades	Fronterizas	Piedras Negras	3 estrellas	6780	267	3407	558	6355	558	6355
2018	06	Ciudades	Fronterizas	Piedras Negras	4 estrellas	10080	910	4655	1463	8397	1845	9205
2018	06	Ciudades	Fronterizas	Piedras Negras	5 estrellas	7470	65	691	137	1332	137	1332
2018	06	Ciudades	Fronterizas	Tecate	2 estrellas	2880	118	914	274	1938	274	1938
2018	06	Ciudades	Fronterizas	Tecate	3 estrellas	3930	118	990	287	2353	287	2353
2018	06	Ciudades	Fronterizas	Tecate	4 estrellas	2670	324	1199	727	2562	727	2562
2018	06	Ciudades	Fronterizas	Tijuana	2 estrellas	22019	2864	6463	3173	7275	3638	9055
2018	06	Ciudades	Fronterizas	Tijuana	3 estrellas	36883	5115	11164	5245	12111	5744	13770
2018	06	Ciudades	Fronterizas	Tijuana	4 estrellas	45024	9607	19627	10091	21289	10876	24011
2018	06	Ciudades	Fronterizas	Tijuana	5 estrellas	49080	9891	20152	10423	22144	11312	25264
2018	07	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	3 estrellas	19127	1165	10592	857	10969	2571	27388
2018	07	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	4 estrellas	60264	1261	36172	2183	30810	2525	84553
2018	07	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	5 estrellas	115072	3109	73718	2004	60886	6420	172816
2018	07	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	2 estrellas	5518	0	3616	0	2391	0	9005
2018	07	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	3 estrellas	13268	0	5205	0	4303	0	11701
2018	07	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	4 estrellas	33480	843	25205	580	18123	1869	55899
2018	07	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	5 estrellas	62682	5670	40587	7163	15635	14497	93694
2018	07	Centros de Playa	Integralmente Planeados	Cancún	1 estrella	8432	0	2629	0	870	0	4488
2018	07	Centros de Playa	Integralmente Planeados	Cancún	2 estrellas	10943	3683	3421	2362	2878	7379	6099
2018	07	Centros de Playa	Integralmente Planeados	Cancún	3 estrellas	93898	38868	35749	25990	25281	82906	72613
2018	07	Centros de Playa	Integralmente Planeados	Cancún	4 estrellas	193939	108776	54650	94238	49416	262757	122483
2018	07	Centros de Playa	Integralmente Planeados	Cancún	5 estrellas	771249	430610	246815	396900	240846	1212996	673301
2018	07	Centros de Playa	Integralmente Planeados	Loreto	1 estrella	4267	338	2693	650	5236	650	5236
2018	07	Centros de Playa	Integralmente Planeados	Loreto	3 estrellas	4557	982	1854	934	2477	1998	4435
2018	07	Centros de Playa	Integralmente Planeados	Loreto	4 estrellas	5611	1216	940	641	1568	2421	2009
2018	07	Centros de Playa	Integralmente Planeados	Loreto	5 estrellas	13299	5985	357	3156	328	16465	903
2018	07	Centros de Playa	Integralmente Planeados	Los Cabos	1 estrella	11346	376	3355	386	1698	651	5622
2018	07	Centros de Playa	Integralmente Planeados	Los Cabos	2 estrellas	8711	696	3064	355	1666	1204	4831
2018	07	Centros de Playa	Integralmente Planeados	Los Cabos	3 estrellas	28117	4679	8477	3070	7763	9125	19463
2018	07	Centros de Playa	Integralmente Planeados	Los Cabos	4 estrellas	87203	38768	18976	21160	13212	89559	38187
2018	07	Centros de Playa	Integralmente Planeados	Los Cabos	5 estrellas	488721	353337	39919	168391	27871	962850	105509
2018	07	Centros de Playa	Otros	Isla Mujeres	1 estrella	3596	752	283	1369	529	1782	659
2018	07	Centros de Playa	Otros	Isla Mujeres	2 estrellas	8322	1821	745	3319	1391	4258	1670
2018	07	Centros de Playa	Otros	Isla Mujeres	3 estrellas	13764	5639	2042	7415	3907	13246	5476
2018	07	Centros de Playa	Otros	Isla Mujeres	4 estrellas	9083	5356	2024	2756	1071	12636	4835
2018	07	Centros de Playa	Otros	Isla Mujeres	5 estrellas	16244	5090	7982	8739	17581	12000	19674
2018	07	Centros de Playa	Otros	Nuevo Nayarit	3 estrellas	1550	0	1050	0	3485	0	3485
2018	07	Centros de Playa	Otros	Nuevo Nayarit	4 estrellas	24831	2516	20596	771	13457	5480	60829
2018	07	Centros de Playa	Otros	Nuevo Nayarit	5 estrellas	280860	99294	140996	40683	106496	268341	417593
2018	07	Centros de Playa	Otros	Playas de Rosarito	1 estrella	3193	452	312	1159	763	1453	964
2018	07	Centros de Playa	Otros	Playas de Rosarito	2 estrellas	11501	2941	1850	7167	4479	9055	5753
2018	07	Centros de Playa	Otros	Playas de Rosarito	3 estrellas	19871	5074	3374	12739	8434	15711	10431
2018	07	Centros de Playa	Otros	Playas de Rosarito	4 estrellas	15903	5946	3962	14869	9911	18570	12407
2018	07	Centros de Playa	Otros	Playas de Rosarito	5 estrellas	19375	6942	4576	17112	11547	21409	14431
2018	07	Centros de Playa	Otros	Puerto Escondido	1 estrella	9703	1457	3139	579	4751	2843	7424
2018	07	Centros de Playa	Otros	Puerto Escondido	2 estrellas	16523	0	6846	0	14024	0	18979
2018	07	Centros de Playa	Otros	Puerto Escondido	3 estrellas	17701	0	6733	0	9144	0	12591
2018	07	Centros de Playa	Otros	Puerto Escondido	4 estrellas	20491	646	11353	399	9962	1541	25860
2018	07	Centros de Playa	Otros	Puerto Escondido	5 estrellas	7223	1029	1981	352	1620	1872	4883
2018	07	Centros de Playa	Otros	Riviera Maya	1 estrella	8990	255	6345	139	4315	452	12145
2018	07	Centros de Playa	Otros	Riviera Maya	2 estrellas	20956	17130	0	12423	0	36687	0
2018	07	Centros de Playa	Otros	Riviera Maya	3 estrellas	80778	54132	3402	29465	2454	126320	8822
2018	07	Centros de Playa	Otros	Riviera Maya	4 estrellas	161984	129980	2423	49711	3588	284484	9133
2018	07	Centros de Playa	Otros	Riviera Maya	5 estrellas	1107007	996229	9942	366418	5149	2284003	18364
2018	07	Centros de Playa	Otros	San Felipe	2 estrellas	6944	618	1762	1685	5138	2056	5566
2018	07	Centros de Playa	Otros	San Felipe	3 estrellas	9362	573	1324	1107	3066	1107	3066
2018	07	Centros de Playa	Otros	San Felipe	4 estrellas	4216	523	1072	1261	2579	1261	2579
2018	07	Centros de Playa	Otros	San Felipe	5 estrellas	1705	222	340	803	1404	803	1404
2018	07	Centros de Playa	Otros	Tonalá Puerto Arista	1 estrella	7471	0	2389	0	5746	0	6105
2018	07	Centros de Playa	Otros	Tonalá Puerto Arista	2 estrellas	9363	0	3262	0	6695	0	6793
2018	07	Centros de Playa	Otros	Tonalá Puerto Arista	3 estrellas	5146	0	2039	0	4015	0	4829
2018	07	Centros de Playa	Otros	Tonalá Puerto Arista	4 estrellas	2232	0	1096	0	2080	0	2282
2018	07	Centros de Playa	Tradicionales	Acapulco	1 estrella	1209	9	258	19	512	28	699
2018	07	Centros de Playa	Tradicionales	Acapulco	2 estrellas	57660	323	19732	647	34240	970	62092
2018	07	Centros de Playa	Tradicionales	Acapulco	3 estrellas	110299	1619	53422	3138	104129	4374	141169
2018	07	Centros de Playa	Tradicionales	Acapulco	4 estrellas	211238	5257	122258	10227	280007	14245	354739
2018	07	Centros de Playa	Tradicionales	Acapulco	5 estrellas	213190	6670	147461	9295	253836	18095	416088
2018	07	Centros de Playa	Tradicionales	Cozumel	1 estrella	4743	1723	442	1547	386	4058	1118
2018	07	Centros de Playa	Tradicionales	Cozumel	2 estrellas	10540	1265	522	1249	427	3495	1265
2018	07	Centros de Playa	Tradicionales	Cozumel	3 estrellas	13893	5845	1595	5017	1340	13459	3836
2018	07	Centros de Playa	Tradicionales	Cozumel	4 estrellas	46965	26630	7750	22396	6074	59251	16181
2018	07	Centros de Playa	Tradicionales	Cozumel	5 estrellas	68789	38983	12328	32739	9445	87905	26549
2018	07	Centros de Playa	Tradicionales	La Paz	1 estrella	7897	51	2883	36	3590	61	5024
2018	07	Centros de Playa	Tradicionales	La Paz	2 estrellas	6820	0	4112	0	8572	0	9839
2018	07	Centros de Playa	Tradicionales	La Paz	3 estrellas	19840	0	8864	0	12416	0	18304
2018	07	Centros de Playa	Tradicionales	La Paz	4 estrellas	33759	6358	19223	5129	16983	12527	40644
2018	07	Centros de Playa	Tradicionales	La Paz	5 estrellas	16115	797	6574	788	6742	1004	12821
2018	07	Centros de Playa	Tradicionales	Manzanillo	2 estrellas	10633	0	2580	0	4620	0	6647
2018	07	Centros de Playa	Tradicionales	Manzanillo	3 estrellas	76503	198	36160	327	44465	832	134660
2018	07	Centros de Playa	Tradicionales	Manzanillo	4 estrellas	20367	744	15413	536	14327	932	33534
2018	07	Centros de Playa	Tradicionales	Manzanillo	5 estrellas	39618	1276	26166	1521	24242	2620	68463
2018	07	Centros de Playa	Tradicionales	Mazatlán	1 estrella	13423	0	5425	0	9514	0	12244
2018	07	Centros de Playa	Tradicionales	Mazatlán	2 estrellas	21824	0	12452	0	26994	0	34547
2018	07	Centros de Playa	Tradicionales	Mazatlán	3 estrellas	34224	186	24765	173	33606	395	58180
2018	07	Centros de Playa	Tradicionales	Mazatlán	4 estrellas	101246	3426	75932	5141	98007	9243	185940
2018	07	Centros de Playa	Tradicionales	Mazatlán	5 estrellas	125667	19419	83996	23583	102600	71894	287638
2018	07	Centros de Playa	Tradicionales	Veracruz-Boca del Río	1 estrella	46686	0	23125	0	47578	0	47716
